epoch,train_acc,dev_acc
1,0.5663294797687861,0.5711009174311926
2,0.5989884393063584,0.6135321100917431
3,0.6101156069364162,0.6261467889908257
4,0.6141618497109826,0.6238532110091743
5,0.6176300578034682,0.6227064220183486
6,0.6270231213872832,0.6307339449541285
7,0.6403179190751445,0.6422018348623854
8,0.6498554913294797,0.6536697247706422
9,0.6617052023121387,0.658256880733945
10,0.6673410404624277,0.6571100917431193
11,0.6754335260115607,0.6605504587155964
12,0.6826589595375723,0.6685779816513762
13,0.690606936416185,0.6811926605504587
14,0.6963872832369942,0.6846330275229358
15,0.7067919075144509,0.6880733944954128
16,0.7143063583815029,0.6892201834862385
17,0.7260115606936416,0.6995412844036697
18,0.7349710982658959,0.7052752293577982
19,0.7377167630057804,0.7075688073394495
20,0.7429190751445087,0.7041284403669725
21,0.746242774566474,0.7064220183486238
22,0.7504335260115607,0.7121559633027523
23,0.7547687861271676,0.7110091743119266
24,0.7614161849710983,0.7178899082568807
25,0.7690751445086705,0.7224770642201835
26,0.7745664739884393,0.7282110091743119
27,0.7828034682080924,0.7270642201834863
28,0.7884393063583816,0.7327981651376146
29,0.7946531791907514,0.7488532110091743
30,0.7982658959537572,0.7522935779816514
31,0.7976878612716763,0.7511467889908257
32,0.7952312138728324,0.7511467889908257
33,0.7926300578034682,0.75
34,0.7929190751445087,0.7373853211009175
35,0.793063583815029,0.7350917431192661
36,0.7947976878612717,0.7339449541284404
37,0.8005780346820809,0.7396788990825688
38,0.8095375722543353,0.7465596330275229
39,0.8125722543352601,0.7522935779816514
40,0.8179190751445087,0.7545871559633027
41,0.8226878612716763,0.7568807339449541
42,0.8241329479768786,0.7603211009174312
43,0.8245664739884393,0.7603211009174312
44,0.8265895953757225,0.7626146788990825
45,0.830635838150289,0.7660550458715596
46,0.8304913294797688,0.7637614678899083
47,0.8322254335260115,0.7626146788990825
48,0.8356936416184971,0.7637614678899083
49,0.8368497109826589,0.768348623853211
50,0.8359826589595376,0.768348623853211
51,0.8377167630057804,0.7729357798165137
52,0.838150289017341,0.7717889908256881
53,0.8385838150289018,0.7694954128440367
54,0.8413294797687861,0.768348623853211
55,0.8429190751445087,0.768348623853211
56,0.8458092485549132,0.768348623853211
57,0.8476878612716763,0.7672018348623854
58,0.8491329479768787,0.7626146788990825
59,0.8517341040462427,0.7603211009174312
60,0.8517341040462427,0.7672018348623854
61,0.8531791907514451,0.768348623853211
62,0.8541907514450867,0.7729357798165137
63,0.8552023121387283,0.7763761467889908
64,0.8566473988439306,0.7717889908256881
65,0.8576589595375722,0.7729357798165137
66,0.8585260115606936,0.7740825688073395
67,0.8586705202312138,0.7740825688073395
68,0.8596820809248555,0.7740825688073395
69,0.8605491329479769,0.7729357798165137
70,0.8627167630057804,0.7706422018348624
71,0.8645953757225433,0.7706422018348624
72,0.8645953757225433,0.768348623853211
73,0.8645953757225433,0.7649082568807339
74,0.8654624277456647,0.7672018348623854
75,0.866907514450867,0.768348623853211
76,0.8679190751445087,0.768348623853211
77,0.8689306358381503,0.7706422018348624
78,0.869942196531792,0.7729357798165137
79,0.8713872832369942,0.7740825688073395
80,0.8728323699421965,0.7729357798165137
81,0.8735549132947977,0.7706422018348624
82,0.8741329479768786,0.7729357798165137
83,0.8741329479768786,0.7706422018348624
84,0.8752890173410405,0.7706422018348624
85,0.8765895953757226,0.7706422018348624
86,0.8770231213872832,0.768348623853211
87,0.8773121387283237,0.7672018348623854
88,0.8778901734104047,0.7672018348623854
89,0.8778901734104047,0.7660550458715596
90,0.8783236994219653,0.7637614678899083
91,0.8786127167630058,0.7637614678899083
92,0.8790462427745664,0.7637614678899083
93,0.8794797687861272,0.7614678899082569
94,0.8796242774566474,0.7614678899082569
95,0.8803468208092485,0.7614678899082569
96,0.8810693641618497,0.7603211009174312
97,0.88121387283237,0.7614678899082569
98,0.8817919075144509,0.7649082568807339
99,0.8823699421965318,0.7649082568807339
100,0.8828034682080925,0.7660550458715596
